feature,raw_token,assigned_theme,theme_mapping_status
rawtok_SERINE_THREONINE_PROTEIN_KINASE_38,SERINE/THREONINE-PROTEIN KINASE 38,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_38_LIKE,SERINE/THREONINE-PROTEIN KINASE 38-LIKE,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_AKT_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE AKT INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_BRSK2,SERINE/THREONINE-PROTEIN KINASE BRSK2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE CHK1 INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_DCLK1,SERINE/THREONINE-PROTEIN KINASE DCLK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_DCLK2,SERINE/THREONINE-PROTEIN KINASE DCLK2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_LATS1,SERINE/THREONINE-PROTEIN KINASE LATS1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_LATS2,SERINE/THREONINE-PROTEIN KINASE LATS2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MAK,SERINE/THREONINE-PROTEIN KINASE MAK,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK1,SERINE/THREONINE-PROTEIN KINASE MARK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE MTOR INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_N3,SERINE/THREONINE-PROTEIN KINASE N3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK1,SERINE/THREONINE-PROTEIN KINASE NEK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK5,SERINE/THREONINE-PROTEIN KINASE NEK5,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK6,SERINE/THREONINE-PROTEIN KINASE NEK6,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK7,SERINE/THREONINE-PROTEIN KINASE NEK7,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK9,SERINE/THREONINE-PROTEIN KINASE NEK9,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_5,SERINE/THREONINE-PROTEIN KINASE PAK 5,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_6,SERINE/THREONINE-PROTEIN KINASE PAK 6,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_2,SERINE/THREONINE-PROTEIN KINASE PIM-2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK3,SERINE/THREONINE-PROTEIN KINASE PLK3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PRP4_HOMOLOG,SERINE/THREONINE-PROTEIN KINASE PRP4 HOMOLOG,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_STK11,SERINE/THREONINE-PROTEIN KINASE STK11,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_VRK2,SERINE/THREONINE-PROTEIN KINASE VRK2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ENDORIBONUCLEASE_IRE1,SERINE/THREONINE-PROTEIN KINASE/ENDORIBONUCLEASE IRE1,UNMAPPED,unmapped
rawtok_SERPINB3,SERPINB3,UNMAPPED,unmapped
rawtok_SETD8,SETD8,UNMAPPED,unmapped
rawtok_SGK2,SGK2,UNMAPPED,unmapped
rawtok_SGK3,SGK3,UNMAPPED,unmapped
rawtok_SH2B3,SH2B3,UNMAPPED,unmapped
rawtok_SHBG,SHBG,UNMAPPED,unmapped
rawtok_SHH,SHH,UNMAPPED,unmapped
rawtok_SHP_1_PTPN6,SHP-1 (PTPN6),UNMAPPED,unmapped
rawtok_SHP_2_PTPN11,SHP-2 (PTPN11),UNMAPPED,unmapped
rawtok_SIGMA_NON_OPIOID_INTRACELLULAR_RECEPTOR_1,SIGMA NON-OPIOID INTRACELLULAR RECEPTOR 1,UNMAPPED,unmapped
rawtok_SIGNAL_TRANSDUCER_AND_ACTIVATOR_OF_TRANSCRIPTION_3,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3,UNMAPPED,unmapped
rawtok_SIGNAL_TRANSDUCER_AND_ACTIVATOR_OF_TRANSCRIPTION_5A,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 5A,UNMAPPED,unmapped
rawtok_SIK1,SIK1,UNMAPPED,unmapped
rawtok_SIR2,SIR2,UNMAPPED,unmapped
rawtok_SIRT,SIRT,UNMAPPED,unmapped
rawtok_SIRT2,SIRT2,UNMAPPED,unmapped
rawtok_SIRT3,SIRT3,UNMAPPED,unmapped
rawtok_SLC10A1,SLC10A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC12A4,SLC12A4,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC12A5,SLC12A5,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC15A1,SLC15A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC15A2,SLC15A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC18A1,SLC18A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC19A2,SLC19A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC19A3,SLC19A3,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC22A12,SLC22A12,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC25A15,SLC25A15,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC25A2,SLC25A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC2A2,SLC2A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC37A4,SLC37A4,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC46A1,SLC46A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC47A2,SLC47A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC5A11,SLC5A11,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC5A2,SLC5A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC5A3,SLC5A3,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC6A5,SLC6A5,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC6A8,SLC6A8,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC6A9,SLC6A9,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC7A1,SLC7A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC7A2,SLC7A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC7A3,SLC7A3,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC7A4,SLC7A4,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC9A1,SLC9A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLCO1A2,SLCO1A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLK,SLK,UNMAPPED,unmapped
rawtok_SMOOTHENED_HOMOLOG_INHIBITOR,SMOOTHENED HOMOLOG INHIBITOR,UNMAPPED,unmapped
rawtok_SMOX,SMOX,UNMAPPED,unmapped
rawtok_SMS,SMS,UNMAPPED,unmapped
rawtok_SONIC_HEDGEHOG_PROTEIN,SONIC HEDGEHOG PROTEIN,UNMAPPED,unmapped
rawtok_SORD,SORD,UNMAPPED,unmapped
rawtok_SPHINGOSINE_KINASE,SPHINGOSINE KINASE,UNMAPPED,unmapped
rawtok_SQLE,SQLE,UNMAPPED,unmapped
rawtok_SRD5A1,SRD5A1,UNMAPPED,unmapped
rawtok_SRMS,SRMS,UNMAPPED,unmapped
rawtok_SRSF_PROTEIN_KINASE_2,SRSF PROTEIN KINASE 2,UNMAPPED,unmapped
rawtok_STAT5B,STAT5B,UNMAPPED,unmapped
rawtok_STEAROYL_COA_DESATURASE,STEAROYL-COA DESATURASE,UNMAPPED,unmapped
rawtok_STEM_CELL_GROWTH_FACTOR_RECEPTOR_INHIBITOR,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,UNMAPPED,unmapped
rawtok_STIMULATOR_OF_INTERFERON_GENES_PROTEIN,STIMULATOR OF INTERFERON GENES PROTEIN,UNMAPPED,unmapped
rawtok_STK10,STK10,UNMAPPED,unmapped
rawtok_STK17A,STK17A,UNMAPPED,unmapped
rawtok_STK24,STK24,UNMAPPED,unmapped
rawtok_STK4,STK4,UNMAPPED,unmapped
rawtok_STRUCTURAL_MAINTENANCE_OF_CHROMOSOMES_PROTEIN_1A,STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 1A,UNMAPPED,unmapped
rawtok_STRUCTURAL_MAINTENANCE_OF_CHROMOSOMES_PROTEIN_2,STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2,UNMAPPED,unmapped
rawtok_SV2A,SV2A,UNMAPPED,unmapped
rawtok_TAAR1,TAAR1,UNMAPPED,unmapped
rawtok_TACR1,TACR1,UNMAPPED,unmapped
rawtok_TACR2,TACR2,UNMAPPED,unmapped
rawtok_TACR3,TACR3,UNMAPPED,unmapped
rawtok_TAF1,TAF1,UNMAPPED,unmapped
rawtok_TANKYRASE_1,TANKYRASE 1,UNMAPPED,unmapped
rawtok_TBK1,TBK1,UNMAPPED,unmapped
rawtok_TBXA2R,TBXA2R,UNMAPPED,unmapped
rawtok_TEC,TEC,UNMAPPED,unmapped
rawtok_TELOMERASE,TELOMERASE,UNMAPPED,unmapped
rawtok_TERT,TERT,UNMAPPED,unmapped
rawtok_TGF_BETA_RECEPTOR_TYPE_1,TGF-BETA RECEPTOR TYPE-1,UNMAPPED,unmapped
rawtok_TGFB,TGFB,UNMAPPED,unmapped
rawtok_TGFBR2,TGFBR2,UNMAPPED,unmapped
rawtok_THRA,THRA,UNMAPPED,unmapped
rawtok_THRB,THRB,UNMAPPED,unmapped
rawtok_THREONINE_PROTEIN_KINASE_AKT_INHIBITOR,THREONINE-PROTEIN KINASE AKT INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_THREONINE_PROTEIN_KINASE_CHK1_INHIBITOR,THREONINE-PROTEIN KINASE CHK1 INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_THREONINE_PROTEIN_KINASE_MTOR_INHIBITOR,THREONINE-PROTEIN KINASE MTOR INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_THROMBOXANE_A2_RECEPTOR,THROMBOXANE A2 RECEPTOR,UNMAPPED,unmapped
rawtok_THROMBOXANE_A_SYNTHASE,THROMBOXANE-A SYNTHASE,UNMAPPED,unmapped
rawtok_THYMIDYLATE_SYNTHASE,THYMIDYLATE SYNTHASE,UNMAPPED,unmapped
rawtok_TNFSF10,TNFSF10,UNMAPPED,unmapped
rawtok_TNFSF11,TNFSF11,UNMAPPED,unmapped
rawtok_TNK2,TNK2,UNMAPPED,unmapped
rawtok_TNNC1,TNNC1,UNMAPPED,unmapped
rawtok_TOLL_LIKE_RECEPTOR_4,TOLL-LIKE RECEPTOR 4,UNMAPPED,unmapped
rawtok_TP53_ACTIVATION,TP53 ACTIVATION,UNMAPPED,unmapped
rawtok_TPH1,TPH1,UNMAPPED,unmapped
rawtok_TPK1,TPK1,UNMAPPED,unmapped
rawtok_TRAIL_RECEPTOR_AGONIST,TRAIL RECEPTOR AGONIST,UNMAPPED,unmapped
rawtok_TRANSCRIPTION_FACTOR_P65,TRANSCRIPTION FACTOR P65,UNMAPPED,unmapped
rawtok_TRANSCRIPTION_INITIATION_FACTOR_TFIID_SUBUNIT_1,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1,UNMAPPED,unmapped
rawtok_TRANSCRIPTIONAL_REGULATOR_ERG,TRANSCRIPTIONAL REGULATOR ERG,UNMAPPED,unmapped
rawtok_TRDMT1,TRDMT1,UNMAPPED,unmapped
rawtok_TRPA1,TRPA1,UNMAPPED,unmapped
rawtok_TRPC1,TRPC1,UNMAPPED,unmapped
rawtok_TRPC3,TRPC3,UNMAPPED,unmapped
rawtok_TRPC4,TRPC4,UNMAPPED,unmapped
rawtok_TRPV2,TRPV2,UNMAPPED,unmapped
rawtok_TUBD1,TUBD1,UNMAPPED,unmapped
rawtok_TUBE1,TUBE1,UNMAPPED,unmapped
rawtok_TUBG1,TUBG1,UNMAPPED,unmapped
rawtok_TUBULIN_INHIBITOR,TUBULIN INHIBITOR,CELL_CYCLE_MITOSIS_KINASE,mapped
rawtok_TXK,TXK,UNMAPPED,unmapped
rawtok_TXNRD1,TXNRD1,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_ABL_INHIBITOR,TYROSINE-PROTEIN KINASE ABL INHIBITOR,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_HCK_INHIBITOR,TYROSINE-PROTEIN KINASE HCK INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_TYROSINE_PROTEIN_KINASE_JAK2_INHIBITOR,TYROSINE-PROTEIN KINASE JAK2 INHIBITOR,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_LYN_INHIBITOR,TYROSINE-PROTEIN KINASE LYN INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_FLT3_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR FLT3 INHIBITOR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped
rawtok_TYROSINE_PROTEIN_KINASE_SRC_INHIBITOR,TYROSINE-PROTEIN KINASE SRC INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_UAF1,UAF1,UNMAPPED,unmapped
rawtok_UBA3,UBA3,UNMAPPED,unmapped
rawtok_UBE2N,UBE2N,UNMAPPED,unmapped
rawtok_UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_28,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 28,PROTEOSTASIS,mapped
rawtok_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_6,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 6,PROTEOSTASIS,mapped
rawtok_UCHL5,UCHL5,UNMAPPED,unmapped
rawtok_UCKL1,UCKL1,UNMAPPED,unmapped
rawtok_UGT1A1,UGT1A1,UNMAPPED,unmapped
rawtok_ULK1,ULK1,UNMAPPED,unmapped
rawtok_UNCHARACTERIZED_SERINE_THREONINE_PROTEIN_KINASE_SBK3,UNCHARACTERIZED SERINE/THREONINE-PROTEIN KINASE SBK3,UNMAPPED,unmapped
rawtok_USP2,USP2,UNMAPPED,unmapped
rawtok_USP47,USP47,UNMAPPED,unmapped
rawtok_USP9X,USP9X,UNMAPPED,unmapped
rawtok_UTS2R,UTS2R,UNMAPPED,unmapped
rawtok_VASOPRESSIN_V1A_RECEPTOR,VASOPRESSIN V1A RECEPTOR,UNMAPPED,unmapped
rawtok_VASOPRESSIN_V2_RECEPTOR,VASOPRESSIN V2 RECEPTOR,UNMAPPED,unmapped
rawtok_VCAM1,VCAM1,UNMAPPED,unmapped
rawtok_VCP,VCP,UNMAPPED,unmapped
rawtok_VDAC2,VDAC2,UNMAPPED,unmapped
rawtok_VKORC1L1,VKORC1L1,UNMAPPED,unmapped
rawtok_VSP34,VSP34,UNMAPPED,unmapped
rawtok_WIP1,WIP1,UNMAPPED,unmapped
rawtok_ZINC_FINGER_PROTEIN_AIOLOS,ZINC FINGER PROTEIN AIOLOS,UNMAPPED,unmapped
